year,lake,DENS_LOG,BINMID_LOG,DATAUSEDINFIT,outlierpres,n,fitmin,fitmax,slope,slp_se,slp_l95ci,slp_u95ci,intcpt,int_se,int_l95ci,int_u95CI,height,height.bin,height.l95ci,height.u95ci,height.overall
2018,Blue,20.75524579668371,-29.41503749927884,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,16.91874452896659,-26.41503749927885,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,19.340208297404867,-24.41503749927884,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,19.198852448159325,-22.41503749927884,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,17.2813146083513,-20.41503749927884,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,19.065585917295863,-19.41503749927884,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,16.848355201075194,-18.41503749927884,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,5.4422223286195015,-14.415037499278844,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,6.4422223286195015,-13.415037499278844,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,7.39955419281242,-12.415037499278844,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,6.445862701871442,-9.415037499278844,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,7.290219234897934,-7.415037499278844,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Blue,8.120294233659553,-6.415037499278844,used,N,18,-29.415037499278842,-6.415037499278844,-0.7386131204995212,0.11590547613750447,-0.9843217535721795,-0.4929044874268629,0.573263595451478,2.1729355520735663,-4.033153996255536,5.179681187158493,13.805545346659763,-17.915037499278842,13.60100713034597,14.01008356297356,13.86829976444286
2018,Center,18.94933284880001,-30.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,14.947313681163362,-29.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,17.18435287846421,-28.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,13.889598183307074,-25.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,16.988937558464478,-22.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,13.793962904256563,-21.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,15.845466921750369,-20.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,17.131091521351536,-19.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,16.38788627254934,-18.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,16.13464495920929,-17.415037499278842,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,17.18435287846421,-16.415037499278842,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,15.554996258384602,-29.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,12.052495917855415,-26.41503749927885,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,13.350176466496103,-25.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,13.139958759105758,-24.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,16.817920159447105,-22.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,13.58647448985777,-20.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,16.2373712607637,-19.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,15.598103979939689,-18.41503749927884,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,7.368221739517671,-11.415037499278844,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,6.442222328536546,-9.415037499278844,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Center,8.539083867906564,-6.415037499278844,used,Y,33,-30.415037499278842,-6.415037499278844,-0.24356554918597623,0.08271355632576234,-0.4122609595116352,-0.07487013886031724,9.288948546247347,1.811301897640118,5.594773970526996,12.983123121967699,13.774217268039544,-18.415037499278842,13.186574999422435,14.361859536656656,13.673128431594918
2018,Five.Island,16.81902482645428,-29.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,14.55764583679855,-28.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,13.81182932505008,-25.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,16.665978458586622,-22.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,14.398270754697148,-21.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,17.132573184253552,-20.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,17.17067998255689,-19.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
2018,Five.Island,15.987169669977474,-18.41503749927884,used,N,35,-29.415037499278842,-6.415037499278844,-0.4384312222092258,0.07222238523941375,-0.5853687697970924,-0.2914936746213592,5.609556748925177,1.4450954028005905,2.669488045653662,8.549625452196693,13.464068535658113,-17.915037499278842,13.156391507475297,13.771745563840929,13.501318748691242
