year,lake,DENS_LOG,BINMID_LOG,DATAUSEDINFIT,outlierpres,fitmin,fitmax
2020,Storm,12.61148222,-17.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,12.0614847,-16.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,12.54434901,-15.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,15.71165936,-29.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,15.25706706,-27.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,15.67788007,-25.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,15.15753139,-24.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,15.1796018,-22.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,12.37442401,-20.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,13.81345606,-18.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,7.640383998,-11.4150375,used,Y,-29.4150375,-7.415037499
2020,Storm,2.680382066,-10.4150375,dropped,Y,-29.4150375,-7.415037499
2020,Storm,5.809665083,-9.415037499,used,Y,-29.4150375,-7.415037499
2020,Storm,4.993265021,-7.415037499,used,Y,-29.4150375,-7.415037499
2020,Storm,8.203944022,-3.415037499,used,Y,-29.4150375,-7.415037499
