year,lake,DENS_LOG,BINMID_LOG,DATAUSEDINFIT
2020,Five.Island,3.8503070671844433,-13.415037499278844,used
2020,Five.Island,5.909200756538092,-11.415037499278844,used
2020,Five.Island,3.265344566463287,-8.415037499278844,used
2020,Five.Island,5.943416471529037,-7.415037499278844,used
2020,Five.Island,3.265344566463287,-6.415037499278844,used
2020,North.Twin,18.75524579668371,-29.415037499278842,used
2020,North.Twin,19.521119960773436,-28.415037499278842,used
2020,North.Twin,16.036122948121218,-24.415037499278842,used
2020,North.Twin,17.120378390136242,-22.415037499278842,used
2020,North.Twin,18.133757419937442,-21.415037499278842,used
2020,North.Twin,17.674954531348295,-20.415037499278842,used
2020,North.Twin,17.79564731196792,-19.41503749927884,used
2020,North.Twin,16.715460930577848,-17.415037499278842,used
2020,North.Twin,15.615925257026934,-29.415037499278842,used
2020,North.Twin,13.576057873912431,-25.415037499278842,used
2020,North.Twin,14.282596434327129,-22.415037499278842,used
2020,North.Twin,20.933609878530515,-21.415037499278842,used
2020,North.Twin,16.90608272134006,-20.415037499278842,used
2020,North.Twin,15.099316774608411,-19.41503749927884,used
2020,North.Twin,12.952960244304503,-18.415037499278842,used
2020,North.Twin,3.6803820657421307,-13.415037499278844,used
2020,North.Twin,5.750771393847872,-12.415037499278844,used
2020,North.Twin,5.191343985177447,-10.415037499278844,used
2020,Silver,12.751613881400266,-27.415037499278846,used
2020,Silver,11.103121990925386,-24.415037499278842,used
2020,Silver,14.800768648679687,-22.415037499278842,used
2020,Silver,13.554996258384602,-21.415037499278842,used
2020,Silver,14.238629813847945,-19.41503749927884,used
2020,Silver,13.764012675409957,-17.415037499278842,used
2020,Silver,11.103121990925386,-16.415037499278842,used
2020,Silver,13.670473475804538,-15.415037499278844,used
2020,Silver,16.964387194522303,-28.415037499278842,used
2020,Silver,17.620451993270883,-27.415037499278846,used
2020,Silver,16.173165804495675,-25.415037499278842,used
2020,Silver,14.876924353271963,-24.415037499278842,used
2020,Silver,17.28664805265434,-22.415037499278842,used
2020,Silver,14.279710722648709,-21.415037499278842,used
2020,Silver,16.48294846952095,-20.415037499278842,used
2020,Silver,14.333377133539443,-19.41503749927884,used
2020,Silver,14.99174861976838,-18.415037499278842,used
2020,Silver,15.382559130240459,-17.415037499278842,used
2020,Silver,6.456486053716729,-12.415037499278844,used
2020,Silver,5.113341473268305,-10.415037499278844,used
2020,Silver,2.943416471763475,-9.415037499278844,used
2020,Silver,3.528378972547148,-8.415037499278844,used
2020,Silver,4.113341473101593,-5.415037499278844,used
2020,South.Twin,14.88538593202016,-29.415037499278842,dropped
2020,South.Twin,17.46894161152707,-27.415037499278846,used
2020,South.Twin,14.696352107630142,-26.41503749927885,used
2020,South.Twin,16.759855049936302,-25.415037499278842,used
2020,South.Twin,17.111389606908986,-24.415037499278842,used
2020,South.Twin,16.96937060203656,-22.415037499278842,used
2020,South.Twin,16.622351526186367,-21.415037499278842,used
2020,South.Twin,16.095067301607052,-20.415037499278842,used
2020,South.Twin,17.593269746529273,-19.41503749927884,used
2020,South.Twin,15.300423431299004,-18.415037499278842,used
2020,South.Twin,14.347116666747045,-17.415037499278842,used
2020,South.Twin,15.300423431299004,-22.415037499278842,used
2020,South.Twin,16.029775841355335,-21.415037499278842,used
2020,South.Twin,12.052495917855419,-19.41503749927884,used
2020,South.Twin,12.637458418576575,-18.415037499278842,used
2020,South.Twin,13.859850839913022,-17.415037499278842,used
2020,South.Twin,5.657661989277771,-11.415037499278844,dropped
2020,South.Twin,5.587272661500689,-9.415037499278844,used
2020,Storm,14.008714225827505,-29.415037499278842,used
2020,Storm,13.444813340634179,-27.415037499278846,used
2020,Storm,12.342002535050403,-25.415037499278842,used
2020,Storm,13.835191897077747,-22.415037499278842,used
2020,Storm,14.593676726548662,-20.415037499278842,used
2020,Storm,13.444240728981141,-19.41503749927884,used
2020,Storm,14.53422321540272,-18.415037499278842,used
2020,Storm,12.611482217758216,-17.415037499278842,used
2020,Storm,12.061484701082673,-16.415037499278842,used
2020,Storm,12.544349014185093,-15.415037499278844,used
2020,Storm,15.711659360417991,-29.415037499278842,used
2020,Storm,15.257067062104621,-27.415037499278846,used
2020,Storm,15.677880067272895,-25.415037499278842,used
2020,Storm,15.157531388553707,-24.415037499278842,used
2020,Storm,15.179601800375313,-22.415037499278842,used
2020,Storm,12.37442401274278,-20.415037499278842,used
2020,Storm,13.813456063518755,-18.415037499278842,used
2020,Storm,7.640383998018099,-11.415037499278844,used
2020,Storm,2.6803820657421307,-10.415037499278844,dropped
2020,Storm,5.809665082622795,-9.415037499278844,used
2020,Storm,4.993265021153879,-7.415037499278844,used
2020,Storm,8.203944021994849,-3.415037499278844,used
